dim0,dim1,tissue
54.25543,-80.4581,Control_HEK293T
-36.32705,-78.02597,Acute Myeloid Leukemia
-27.088488,-73.7983,Burkitt's Lymphoma
1.7063272,92.215775,Cervical Carcinoma
2.9344575,-140.98428,Chronic Myelogenous Leukemia
22.356071,83.633514,Cervical Carcinoma
78.329346,-28.153181,Small Cell Lung Carcinoma
-64.45516,65.83931,Head and Neck Carcinoma
9.994178,-123.00628,B-Lymphoblastic Leukemia
-90.138,65.72052,Colorectal Carcinoma
-0.0888315,83.21697,Pancreatic Carcinoma
-3.8274713,-139.9114,T-Lymphoblastic Leukemia
30.603758,27.320698,Cervical Carcinoma
2.1602898,-130.9319,T-Lymphoblastic Leukemia
-7.120896,60.973125,Colorectal Carcinoma
35.604977,15.487113,Breast Carcinoma
-23.927982,54.406887,Colorectal Carcinoma
35.194294,20.665363,Endometrial Carcinoma
-84.94493,66.14196,Pancreatic Carcinoma
3.2368011,2.0976992,Mesothelioma
43.80175,30.429535,Breast Carcinoma
35.806564,10.841241,Pancreatic Carcinoma
66.1169,-36.116947,Neuroblastoma
3.0666971,-134.49075,T-Lymphoblastic Leukemia
-0.84644747,88.34516,Non-Small Cell Lung Carcinoma
33.801228,41.17804,Hepatocellular Carcinoma
39.72003,16.786861,Cervical Carcinoma
20.392477,78.562836,Colorectal Carcinoma
133.97522,33.637398,Control_HEK293T
155.9595,33.42561,Control_HEK293T
147.05907,43.20922,Control_HEK293T
53.260155,-67.319534,Control_HEK293T
53.858177,-77.751526,Control_HEK293T
-36.19038,-77.41338,Acute Myeloid Leukemia
16.08493,-18.566301,Melanoma
-6.5901403,-15.31488,Glioblastoma
-27.083536,-73.77766,Burkitt's Lymphoma
-5.8809314,-136.10007,Burkitt's Lymphoma
3.0516694,-140.39464,Chronic Myelogenous Leukemia
-22.203815,12.978617,Thyroid Gland Carcinoma
59.307915,-24.886957,Neuroblastoma
10.045758,-123.055435,B-Lymphoblastic Leukemia
-3.5029109,-128.6428,Burkitt's Lymphoma
-31.384094,1.4549443,Osteosarcoma
70.817444,-11.220666,Breast Carcinoma
30.697659,27.733557,Cervical Carcinoma
2.3919103,-130.63077,T-Lymphoblastic Leukemia
-7.059546,60.94211,Colorectal Carcinoma
67.545494,-43.15326,Neuroblastoma
-24.23788,54.34996,Colorectal Carcinoma
-2.4815898,-133.42528,B-Lymphoblastic Leukemia
34.852257,21.330288,Endometrial Carcinoma
2.787659,1.7571667,Mesothelioma
29.670254,22.976645,Pancreatic Carcinoma
35.01337,10.785439,Pancreatic Carcinoma
66.144585,-36.477257,Neuroblastoma
-0.5735984,-136.65906,T-Cell Non-Hodgkin's Lymphoma
2.7899096,-134.0279,T-Lymphoblastic Leukemia
-1.3700529,88.35231,Non-Small Cell Lung Carcinoma
0.4809183,-143.55246,Acute Myeloid Leukemia
68.92798,-58.28017,Small Cell Lung Carcinoma
133.10883,37.89689,Control_HEK293T
32.318954,-76.25335,Control_HEK293T
48.10016,-82.50557,Control_HEK293T
16.083267,-18.578432,Melanoma
-6.5273104,-15.2867565,Glioblastoma
-5.6248274,-135.79367,Burkitt's Lymphoma
-22.023592,12.851783,Thyroid Gland Carcinoma
59.31457,-24.874712,Neuroblastoma
-3.5042553,-128.64255,Burkitt's Lymphoma
70.8612,-11.225331,Breast Carcinoma
67.76868,-42.988598,Neuroblastoma
-2.402836,-133.40825,B-Lymphoblastic Leukemia
29.666065,23.01835,Pancreatic Carcinoma
-0.5334531,-136.5903,T-Cell Non-Hodgkin's Lymphoma
0.39497364,-143.29736,Acute Myeloid Leukemia
68.79841,-58.23989,Small Cell Lung Carcinoma
146.8818,43.03997,Control_HEK293T
60.848324,-70.60456,Control_HEK293T
-36.193165,-77.36164,Acute Myeloid Leukemia
-27.07486,-73.97639,Burkitt's Lymphoma
2.8424075,-140.16002,Chronic Myelogenous Leukemia
10.727133,-123.06827,B-Lymphoblastic Leukemia
30.77341,27.620968,Cervical Carcinoma
2.6617963,-130.78206,T-Lymphoblastic Leukemia
-7.1257114,61.176712,Colorectal Carcinoma
-24.208853,54.38604,Colorectal Carcinoma
34.856785,21.328896,Endometrial Carcinoma
2.7473605,1.7945333,Mesothelioma
35.2427,10.705472,Pancreatic Carcinoma
66.04263,-36.46562,Neuroblastoma
2.820115,-133.98462,T-Lymphoblastic Leukemia
-1.3566641,88.32058,Non-Small Cell Lung Carcinoma
153.59196,42.65798,Control_HEK293T
43.240334,-79.39851,Control_HEK293T
-51.559772,57.565628,Cervical Carcinoma
20.27532,53.317833,Cervical Carcinoma
-49.298557,34.143654,Carcinoid Tumour
15.904299,6.955639,Mesothelioma
94.27194,-40.80092,Carcinoid Tumour
26.945803,5.4235477,Ovarian Carcinoma
-16.069967,79.91092,Esophageal Carcinoma
12.341164,40.693295,Esophageal Carcinoma
16.160767,74.90638,Colorectal Carcinoma
18.252638,70.83797,Esophageal Carcinoma
-18.238688,70.67913,Head and Neck Carcinoma
23.409594,7.044236,Thyroid Gland Carcinoma
19.006004,5.8551245,Glioma
31.196823,-24.006971,Esophageal Carcinoma
0.10795103,-118.289734,T-Lymphoblastic Leukemia
145.95146,33.74801,Control_HEK293T
48.263454,-71.64397,Control_HEK293T
16.083193,-18.573818,Melanoma
-6.524484,-15.2825365,Glioblastoma
-27.083519,-73.79687,Burkitt's Lymphoma
-6.0883384,-135.86234,Burkitt's Lymphoma
2.6809733,-140.3849,Chronic Myelogenous Leukemia
-22.140173,12.891102,Thyroid Gland Carcinoma
59.310772,-24.873926,Neuroblastoma
10.031486,-123.043976,B-Lymphoblastic Leukemia
-3.5058284,-128.64368,Burkitt's Lymphoma
-31.402636,1.4454967,Osteosarcoma
70.84696,-11.227201,Breast Carcinoma
30.73321,27.627214,Cervical Carcinoma
2.397079,-130.6242,T-Lymphoblastic Leukemia
-7.07887,60.987144,Colorectal Carcinoma
67.51128,-43.105984,Neuroblastoma
-24.176025,54.385456,Colorectal Carcinoma
-2.4292483,-133.40231,B-Lymphoblastic Leukemia
35.003002,21.628565,Endometrial Carcinoma
2.888058,1.4751855,Mesothelioma
29.664991,22.99312,Pancreatic Carcinoma
35.40886,10.304807,Pancreatic Carcinoma
66.05439,-36.44203,Neuroblastoma
-0.56546396,-136.62125,T-Cell Non-Hodgkin's Lymphoma
2.827198,-133.96573,T-Lymphoblastic Leukemia
-1.4148662,88.25256,Non-Small Cell Lung Carcinoma
0.32822818,-143.64732,Acute Myeloid Leukemia
68.88844,-58.268387,Small Cell Lung Carcinoma
148.34213,35.023212,Control_HEK293T
123.76294,42.227036,Control_HEK293T
133.07455,37.920475,Control_HEK293T
61.072094,-74.34876,Control_HEK293T
60.27972,-79.073204,Control_HEK293T
-25.378275,63.57096,Non-Small Cell Lung Carcinoma
-49.51131,65.8736,Head and Neck Carcinoma
29.813887,13.946788,Cervical Carcinoma
12.037614,-22.586304,Melanoma
-47.131268,5.6390333,Mesothelioma
36.027843,-53.4056,Other Solid Carcinomas
-23.491701,58.224564,Non-Small Cell Lung Carcinoma
-46.232563,66.262436,Head and Neck Carcinoma
53.527622,-47.566765,Ewing's Sarcoma
-20.169554,9.561078,Thyroid Gland Carcinoma
11.903294,-4.7137437,Mesothelioma
-48.56059,70.533134,Head and Neck Carcinoma
-4.3142343,65.5675,Gastric Carcinoma
149.10907,41.128677,Control_HEK293T
63.640835,-80.020355,Control_HEK293T
-51.08563,57.31852,Cervical Carcinoma
-51.11265,57.305485,Cervical Carcinoma
20.454824,53.209854,Cervical Carcinoma
20.864927,53.300632,Cervical Carcinoma
-36.193665,-77.393486,Acute Myeloid Leukemia
-49.266483,34.114235,Carcinoid Tumour
-49.29317,34.129547,Carcinoid Tumour
-27.179514,-73.7862,Burkitt's Lymphoma
15.895429,6.9719276,Mesothelioma
16.041862,7.311299,Mesothelioma
3.0793653,-140.40417,Chronic Myelogenous Leukemia
93.83277,-40.55097,Carcinoid Tumour
94.09909,-40.27239,Carcinoid Tumour
9.9093075,-123.399796,B-Lymphoblastic Leukemia
26.498547,5.009141,Ovarian Carcinoma
26.420753,5.2587347,Ovarian Carcinoma
-16.96838,80.147125,Esophageal Carcinoma
-16.773598,79.5138,Esophageal Carcinoma
30.772572,27.62377,Cervical Carcinoma
2.4215531,-130.5402,T-Lymphoblastic Leukemia
-7.125701,60.992683,Colorectal Carcinoma
-24.21224,54.385956,Colorectal Carcinoma
11.900047,41.06091,Esophageal Carcinoma
11.85047,40.96497,Esophageal Carcinoma
16.192425,74.91417,Colorectal Carcinoma
16.504072,75.1287,Colorectal Carcinoma
34.863598,21.328953,Endometrial Carcinoma
2.7863889,1.7754877,Mesothelioma
18.613321,70.64109,Esophageal Carcinoma
18.8234,71.32271,Esophageal Carcinoma
-18.696463,70.79253,Head and Neck Carcinoma
-18.76081,70.691055,Head and Neck Carcinoma
22.90054,6.709937,Thyroid Gland Carcinoma
22.971197,7.575401,Thyroid Gland Carcinoma
35.210896,10.648466,Pancreatic Carcinoma
66.078865,-36.453888,Neuroblastoma
2.8141122,-134.00424,T-Lymphoblastic Leukemia
19.04849,5.818358,Glioma
19.031683,5.8635097,Glioma
-1.3661046,88.33303,Non-Small Cell Lung Carcinoma
31.185324,-24.075663,Esophageal Carcinoma
31.234074,-23.899319,Esophageal Carcinoma
-0.18953057,-117.79806,T-Lymphoblastic Leukemia
0.12396583,-117.6536,T-Lymphoblastic Leukemia
153.58284,42.517258,Control_HEK293T
117.8747,29.333849,Control_HEK293T
154.23921,36.61384,Control_HEK293T
50.49444,-78.15788,Control_HEK293T
35.844223,-65.85411,Control_HEK293T
47.449314,-67.35817,Control_HEK293T
-25.23161,63.65231,Non-Small Cell Lung Carcinoma
-49.853397,66.08211,Head and Neck Carcinoma
29.734444,14.1397505,Cervical Carcinoma
12.412883,-22.494219,Melanoma
-47.300556,5.696115,Mesothelioma
35.880783,-54.018093,Other Solid Carcinomas
-23.500086,58.244915,Non-Small Cell Lung Carcinoma
-46.408993,66.4995,Head and Neck Carcinoma
53.16863,-47.682903,Ewing's Sarcoma
-20.050312,9.592693,Thyroid Gland Carcinoma
12.183999,-4.396045,Mesothelioma
-48.88243,70.11235,Head and Neck Carcinoma
-4.2609177,65.325615,Gastric Carcinoma
136.90121,24.866116,Control_HEK293T
49.932144,-75.62106,Control_HEK293T
-51.02593,57.280834,Cervical Carcinoma
21.0468,52.90543,Cervical Carcinoma
-49.434795,33.72732,Carcinoid Tumour
15.791401,7.0862303,Mesothelioma
93.97384,-40.401394,Carcinoid Tumour
26.509157,5.208258,Ovarian Carcinoma
-17.001938,79.22724,Esophageal Carcinoma
11.883108,40.952305,Esophageal Carcinoma
16.346214,74.77402,Colorectal Carcinoma
18.751339,70.47733,Esophageal Carcinoma
-18.692604,70.70776,Head and Neck Carcinoma
22.900406,6.897613,Thyroid Gland Carcinoma
19.373009,6.0151043,Glioma
30.881779,-24.157948,Esophageal Carcinoma
-0.1282867,-117.729416,T-Lymphoblastic Leukemia
41.898537,-68.6248,Control_HEK293T
150.99536,36.521614,Control_HEK293T
-25.385561,63.553627,Non-Small Cell Lung Carcinoma
46.886986,-53.555008,Ewing's Sarcoma
-51.102497,57.30842,Cervical Carcinoma
-49.646816,65.98156,Head and Neck Carcinoma
20.537296,53.23729,Cervical Carcinoma
29.809128,13.940151,Cervical Carcinoma
30.688643,-54.274673,Ovarian Carcinoma
-49.2726,34.104515,Carcinoid Tumour
12.137706,-22.694752,Melanoma
4.776514,-122.44934,B-Lymphoblastic Leukemia
-33.48033,-75.788574,Chronic Myelogenous Leukemia
-15.189852,8.239339,Other Sarcomas
15.929814,6.9219656,Mesothelioma
-47.136127,5.678251,Mesothelioma
1.9098701,-90.35405,Chronic Myelogenous Leukemia
6.5599003,42.646313,Esophageal Carcinoma
-27.268143,60.677074,Non-Small Cell Lung Carcinoma
93.98382,-40.34859,Carcinoid Tumour
36.7788,-54.01597,Other Solid Carcinomas
26.4726,5.189489,Ovarian Carcinoma
-16.823074,79.58008,Esophageal Carcinoma
-34.76495,-26.582966,Osteosarcoma
-23.492382,58.237297,Non-Small Cell Lung Carcinoma
-26.48619,2.9131322,Glioblastoma
-46.183167,66.26726,Head and Neck Carcinoma
53.038506,-47.59638,Ewing's Sarcoma
11.904132,40.96063,Esophageal Carcinoma
16.112411,75.07364,Colorectal Carcinoma
-20.02969,9.584141,Thyroid Gland Carcinoma
11.78691,-3.978023,Mesothelioma
-15.26478,13.772084,Ovarian Carcinoma
19.117035,70.89519,Esophageal Carcinoma
-22.58129,83.37334,Head and Neck Carcinoma
-18.696083,70.726494,Head and Neck Carcinoma
-48.098515,70.281,Head and Neck Carcinoma
22.438707,6.9936,Thyroid Gland Carcinoma
19.035189,5.8305793,Glioma
31.20856,-24.053148,Esophageal Carcinoma
-4.356646,65.22832,Gastric Carcinoma
-0.17152338,-117.72761,T-Lymphoblastic Leukemia
-10.373682,-15.666199,Other Sarcomas
128.16512,45.519447,Control_HEK293T
130.74908,35.46915,Control_HEK293T
143.0561,35.064938,Control_HEK293T
55.31033,-75.12072,Control_HEK293T
52.733654,-66.946785,Control_HEK293T
30.227568,-74.58402,Control_HEK293T
-25.404638,63.619404,Non-Small Cell Lung Carcinoma
-50.81339,57.431644,Cervical Carcinoma
-49.648495,66.098465,Head and Neck Carcinoma
20.651354,53.639606,Cervical Carcinoma
29.7935,13.681009,Cervical Carcinoma
-48.804855,34.039253,Carcinoid Tumour
12.292273,-22.848707,Melanoma
16.011604,6.8050127,Mesothelioma
-47.227642,5.72529,Mesothelioma
93.94426,-40.39542,Carcinoid Tumour
36.31386,-54.25819,Other Solid Carcinomas
26.49511,5.193415,Ovarian Carcinoma
-17.309893,79.70284,Esophageal Carcinoma
-23.496054,58.253162,Non-Small Cell Lung Carcinoma
-46.03954,66.585266,Head and Neck Carcinoma
53.156662,-47.67943,Ewing's Sarcoma
11.887037,40.961536,Esophageal Carcinoma
16.18531,74.828606,Colorectal Carcinoma
-20.0363,9.589821,Thyroid Gland Carcinoma
11.475618,-4.0716243,Mesothelioma
19.022892,70.64475,Esophageal Carcinoma
-18.701221,70.71054,Head and Neck Carcinoma
-48.08887,69.81811,Head and Neck Carcinoma
22.819927,6.835146,Thyroid Gland Carcinoma
19.09062,5.4473705,Glioma
31.313953,-24.319954,Esophageal Carcinoma
-4.2528396,65.30876,Gastric Carcinoma
-0.14681926,-117.73265,T-Lymphoblastic Leukemia
58.420544,-75.64343,Control_HEK293T
139.7885,27.391798,Control_HEK293T
129.93086,24.81444,Control_HEK293T
51.302174,-84.04172,Control_HEK293T
46.86669,-53.563335,Ewing's Sarcoma
-10.074544,-83.0302,Hodgkin's Lymphoma
-24.627377,-82.52495,T-Cell Non-Hodgkin's Lymphoma
30.691132,-54.269257,Ovarian Carcinoma
4.861494,-122.51738,B-Lymphoblastic Leukemia
-33.76013,-76.0292,Chronic Myelogenous Leukemia
-20.996916,61.053673,Biliary Tract Carcinoma
-15.171141,8.225208,Other Sarcomas
-24.15201,8.321222,Other Sarcomas
1.9061011,-90.349915,Chronic Myelogenous Leukemia
6.5467463,42.645374,Esophageal Carcinoma
-27.29421,60.570755,Non-Small Cell Lung Carcinoma
-28.296297,-43.556454,Neuroblastoma
-34.767303,-26.584763,Osteosarcoma
-19.578352,16.317213,Non-Small Cell Lung Carcinoma
-26.4746,2.9098904,Glioblastoma
-54.419144,47.326023,Breast Carcinoma
-15.249265,13.777819,Ovarian Carcinoma
-22.568953,83.4564,Head and Neck Carcinoma
-17.189705,-87.512,Plasma Cell Myeloma
-17.094513,4.470007,Kidney Carcinoma
-6.86494,73.86873,Non-Small Cell Lung Carcinoma
5.127721,88.67209,Esophageal Carcinoma
-20.475834,56.4303,Breast Carcinoma
-10.340279,-15.64335,Other Sarcomas
126.174835,39.093895,Control_HEK293T
127.21089,21.295477,Control_HEK293T
43.99003,-82.90019,Control_HEK293T
41.336517,-73.02885,Control_HEK293T
46.894966,-53.561897,Ewing's Sarcoma
30.658073,-54.35747,Ovarian Carcinoma
5.138748,-122.34765,B-Lymphoblastic Leukemia
-33.79368,-75.66234,Chronic Myelogenous Leukemia
-15.341679,7.9084425,Other Sarcomas
1.9259742,-90.357895,Chronic Myelogenous Leukemia
6.567489,42.62942,Esophageal Carcinoma
-27.436262,60.63589,Non-Small Cell Lung Carcinoma
-34.73162,-26.465698,Osteosarcoma
-11.960631,37.785286,Colorectal Carcinoma
-26.314114,2.7320077,Glioblastoma
-15.24868,13.848066,Ovarian Carcinoma
-22.5924,83.55385,Head and Neck Carcinoma
-10.3607645,-15.657484,Other Sarcomas
129.5644,28.410078,Control_HEK293T
38.618103,-71.5567,Control_HEK293T
-25.064554,-82.411835,T-Cell Non-Hodgkin's Lymphoma
-20.85094,61.39018,Biliary Tract Carcinoma
-24.327663,8.487373,Other Sarcomas
-3.380879,-97.84392,B-Lymphoblastic Leukemia
-28.383991,-43.662224,Neuroblastoma
3.188332,-101.84492,T-Lymphoblastic Leukemia
-19.73343,16.928917,Non-Small Cell Lung Carcinoma
-53.971172,47.29066,Breast Carcinoma
-17.374344,-87.72432,Plasma Cell Myeloma
-17.19637,4.39689,Kidney Carcinoma
-7.1686664,73.47144,Non-Small Cell Lung Carcinoma
5.0198083,88.92366,Esophageal Carcinoma
-20.28105,56.4631,Breast Carcinoma
39.60409,-65.316986,Control_HEK293T
47.06959,-53.22343,Ewing's Sarcoma
-44.51705,-10.657567,Chondrosarcoma
-44.51575,-10.6690855,Chondrosarcoma
5.2619,-123.036,B-Lymphoblastic Leukemia
-34.034424,-75.75403,Chronic Myelogenous Leukemia
1.8011211,-90.48125,Chronic Myelogenous Leukemia
6.4992647,42.81862,Esophageal Carcinoma
-27.623493,60.48928,Non-Small Cell Lung Carcinoma
-21.605944,-34.253403,Rhabdomyosarcoma
-21.663599,-34.066265,Rhabdomyosarcoma
-21.553228,-34.239643,Rhabdomyosarcoma
-15.402175,13.899946,Ovarian Carcinoma
-22.974493,83.76923,Head and Neck Carcinoma
37.16499,-36.074783,Rhabdomyosarcoma
37.22856,-36.15076,Rhabdomyosarcoma
137.3099,38.505924,Control_HEK293T
30.651793,-54.459114,Ovarian Carcinoma
-15.534346,8.31823,Other Sarcomas
-34.815235,-26.445011,Osteosarcoma
-10.351799,-15.691925,Other Sarcomas
151.62883,39.389206,Control_HEK293T
46.528503,-80.00648,Control_HEK293T
-3.5332894,-114.12448,Burkitt's Lymphoma
48.337986,-47.98431,Ewing's Sarcoma
-57.88119,10.861658,Other Solid Carcinomas
-74.00165,28.384329,Hepatocellular Carcinoma
-17.902185,-104.501274,Hodgkin's Lymphoma
73.417946,-38.66668,Small Cell Lung Carcinoma
-12.020029,58.209286,Esophageal Carcinoma
63.44585,-42.774933,Neuroblastoma
-59.846558,61.82334,Breast Carcinoma
-61.034313,47.999912,Non-Small Cell Lung Carcinoma
59.25999,-42.038174,Neuroblastoma
51.532516,-52.102867,Non-Small Cell Lung Carcinoma
-61.72782,10.194292,Glioblastoma
140.33987,37.112495,Control_HEK293T
50.004326,-78.193665,Control_HEK293T
-40.977283,-8.778305,Chondrosarcoma
-8.711154,-102.17685,Burkitt's Lymphoma
-53.300705,40.329185,Small Cell Lung Carcinoma
-17.37571,59.991184,Esophageal Carcinoma
34.524143,-43.2298,Gastric Carcinoma
-58.119904,50.92789,Non-Small Cell Lung Carcinoma
16.334229,-67.97955,Small Cell Lung Carcinoma
-25.847797,12.091129,Other Sarcomas
-73.132286,32.83999,Non-Small Cell Lung Carcinoma
-30.870972,-31.840994,Melanoma
-81.631516,24.013834,Non-Small Cell Lung Carcinoma
-63.74898,51.612625,Endometrial Carcinoma
-14.935978,-101.378586,B-Cell Non-Hodgkin's Lymphoma
130.06738,25.095873,Control_HEK293T
33.034286,-73.446304,Control_HEK293T
-25.457386,63.5687,Non-Small Cell Lung Carcinoma
-49.623363,65.97813,Head and Neck Carcinoma
29.738182,13.9319105,Cervical Carcinoma
12.134804,-22.676065,Melanoma
-47.153297,5.595515,Mesothelioma
36.291317,-53.931187,Other Solid Carcinomas
-23.112942,58.449085,Non-Small Cell Lung Carcinoma
-46.205215,66.25991,Head and Neck Carcinoma
53.102444,-47.744926,Ewing's Sarcoma
-19.882338,9.419951,Thyroid Gland Carcinoma
11.59,-4.368687,Mesothelioma
-48.383442,69.98948,Head and Neck Carcinoma
-4.2696543,65.26013,Gastric Carcinoma
137.45709,38.537857,Control_HEK293T
-3.3898704,-114.065285,Burkitt's Lymphoma
48.09436,-48.267406,Ewing's Sarcoma
-57.69565,11.038052,Other Solid Carcinomas
-74.059105,28.256021,Hepatocellular Carcinoma
-17.819807,-104.68471,Hodgkin's Lymphoma
73.77871,-38.968533,Small Cell Lung Carcinoma
-19.614248,51.030453,Breast Carcinoma
63.393406,-42.87153,Neuroblastoma
-59.726,61.907658,Breast Carcinoma
-61.05967,48.088245,Non-Small Cell Lung Carcinoma
59.42122,-42.26873,Neuroblastoma
51.437866,-52.06437,Non-Small Cell Lung Carcinoma
-61.652344,10.30385,Glioblastoma
45.711815,-74.67402,Control_HEK293T
-40.959858,-8.764583,Chondrosarcoma
-8.686426,-102.20717,Burkitt's Lymphoma
-53.420708,40.288853,Small Cell Lung Carcinoma
-17.333748,60.021454,Esophageal Carcinoma
34.310448,-43.22882,Gastric Carcinoma
-57.971542,50.90478,Non-Small Cell Lung Carcinoma
16.35754,-68.010376,Small Cell Lung Carcinoma
-25.889866,12.033385,Other Sarcomas
18.840197,-72.267624,Ewing's Sarcoma
-73.140945,32.824642,Non-Small Cell Lung Carcinoma
-30.849117,-31.894773,Melanoma
-81.65123,23.938684,Non-Small Cell Lung Carcinoma
-63.689316,51.601974,Endometrial Carcinoma
-14.733617,-101.530914,B-Cell Non-Hodgkin's Lymphoma
143.08253,32.260334,Control_HEK293T
44.09424,-88.22656,Control_HEK293T
-3.430695,-114.14849,Burkitt's Lymphoma
48.024082,-48.2059,Ewing's Sarcoma
-57.689938,11.0566435,Other Solid Carcinomas
-73.99733,28.23988,Hepatocellular Carcinoma
-17.676144,-104.628296,Hodgkin's Lymphoma
73.682274,-38.889458,Small Cell Lung Carcinoma
-12.289404,58.341927,Esophageal Carcinoma
-19.670843,51.079952,Breast Carcinoma
63.433525,-42.73591,Neuroblastoma
-59.755245,61.887714,Breast Carcinoma
-61.073067,48.055466,Non-Small Cell Lung Carcinoma
59.442272,-42.248177,Neuroblastoma
51.69286,-51.942677,Non-Small Cell Lung Carcinoma
-61.609673,10.331757,Glioblastoma
140.37161,39.626045,Control_HEK293T
61.60233,-83.50121,Control_HEK293T
-8.714683,-102.47946,Burkitt's Lymphoma
-53.421623,40.279907,Small Cell Lung Carcinoma
-17.34528,60.016964,Esophageal Carcinoma
34.17977,-43.183235,Gastric Carcinoma
-57.960735,50.90416,Non-Small Cell Lung Carcinoma
16.473953,-67.73796,Small Cell Lung Carcinoma
-25.797058,12.103369,Other Sarcomas
-30.81181,-31.865332,Melanoma
-81.66705,24.005274,Non-Small Cell Lung Carcinoma
-63.66341,51.60913,Endometrial Carcinoma
-14.773689,-101.539665,B-Cell Non-Hodgkin's Lymphoma
44.047043,-82.858986,Control_HEK293T
129.7057,32.24568,Control_HEK293T
142.05876,48.699368,Control_HEK293T
-75.784546,66.00588,Ovarian Carcinoma
-40.830654,42.828213,Thyroid Gland Carcinoma
-30.375292,-117.364296,Plasma Cell Myeloma
1.3382108,-18.263597,Colorectal Carcinoma
-34.72588,51.698593,Breast Carcinoma
-27.23979,76.251526,Esophageal Carcinoma
-35.028263,41.005886,Breast Carcinoma
-16.856142,-74.518814,Plasma Cell Myeloma
-14.454279,40.2561,Colorectal Carcinoma
42.129086,-76.40371,Control_HEK293T
10.195,67.101776,Gastric Carcinoma
-14.481266,-15.268104,Bladder Carcinoma
-71.68825,57.835587,Hepatocellular Carcinoma
-75.99462,56.781475,Esophageal Carcinoma
-23.862652,74.16911,Ovarian Carcinoma
-37.052475,-39.186935,Melanoma
-4.291009,57.543896,Breast Carcinoma
20.545853,-63.04781,Small Cell Lung Carcinoma
4.5119686,-14.282525,Glioblastoma
-38.948463,53.06069,Bladder Carcinoma
-54.93501,79.18093,Colorectal Carcinoma
0.50597477,-122.46052,B-Lymphoblastic Leukemia
21.280767,24.59104,Non-Small Cell Lung Carcinoma
-31.571032,-4.9372373,Glioblastoma
-53.27585,35.724163,Small Cell Lung Carcinoma
52.70332,-74.763084,Control_HEK293T
-7.864893,-19.886805,Esophageal Carcinoma
12.73034,-51.47653,Non-Small Cell Lung Carcinoma
-84.78128,44.453255,Bladder Carcinoma
-57.767334,43.154083,Non-Small Cell Lung Carcinoma
3.2295744,-106.303375,T-Lymphoblastic Leukemia
-35.952408,-74.156624,Acute Myeloid Leukemia
-65.48508,-2.5645843,Other Solid Carcinomas
-8.734354,64.83309,Colorectal Carcinoma
27.216734,-48.497013,Gastric Carcinoma
-16.276936,56.034393,Colorectal Carcinoma
2.9116464,77.54976,Colorectal Carcinoma
-85.47958,47.74256,Breast Carcinoma
-32.22922,46.214664,Non-Small Cell Lung Carcinoma
-23.90279,-21.72751,Non-Small Cell Lung Carcinoma
-12.8167305,67.07,Colorectal Carcinoma
149.51605,32.5709,Control_HEK293T
35.56069,-76.708435,Control_HEK293T
-31.610176,-83.86019,Acute Myeloid Leukemia
-1.1321424,-106.59307,B-Cell Non-Hodgkin's Lymphoma
-20.015686,-29.077475,Non-Small Cell Lung Carcinoma
-7.516658,-19.711897,Esophageal Carcinoma
1.9640471,44.808777,Endometrial Carcinoma
-2.936533,-110.97919,Burkitt's Lymphoma
12.875301,-51.413322,Non-Small Cell Lung Carcinoma
-85.28943,44.78069,Bladder Carcinoma
-26.723457,-36.900215,Other Sarcomas
0.2053807,-109.653206,B-Cell Non-Hodgkin's Lymphoma
-6.446811,43.33395,Non-Small Cell Lung Carcinoma
-0.546833,-94.35369,Acute Myeloid Leukemia
6.3362045,-93.05551,Acute Myeloid Leukemia
18.82168,-55.305576,Other Solid Carcinomas
10.1407,-62.101517,Colorectal Carcinoma
-57.781853,43.14769,Non-Small Cell Lung Carcinoma
3.67503,-106.283325,T-Lymphoblastic Leukemia
-36.291866,-74.32578,Acute Myeloid Leukemia
-65.06397,-2.4592476,Other Solid Carcinomas
-9.024766,64.989876,Colorectal Carcinoma
-30.044693,-97.642006,Acute Myeloid Leukemia
27.128471,-48.52274,Gastric Carcinoma
-16.322214,56.031307,Colorectal Carcinoma
2.6156595,77.591064,Colorectal Carcinoma
-85.867805,47.98872,Breast Carcinoma
-32.453255,45.903244,Non-Small Cell Lung Carcinoma
-23.910769,-21.451454,Non-Small Cell Lung Carcinoma
9.083968,-101.39148,Hodgkin's Lymphoma
140.26031,27.645561,Control_HEK293T
35.944168,-80.23794,Control_HEK293T
47.26248,-66.49932,Control_HEK293T
-31.270452,-84.5679,Acute Myeloid Leukemia
-31.609941,-83.86479,Acute Myeloid Leukemia
-0.5781508,-106.65794,B-Cell Non-Hodgkin's Lymphoma
-1.1270851,-106.59267,B-Cell Non-Hodgkin's Lymphoma
-19.412264,-29.43469,Non-Small Cell Lung Carcinoma
-20.01226,-29.078424,Non-Small Cell Lung Carcinoma
-7.989904,-19.836735,Esophageal Carcinoma
1.9962177,45.960594,Endometrial Carcinoma
2.0999908,45.20564,Endometrial Carcinoma
-2.1405065,-111.40621,Burkitt's Lymphoma
-2.8365493,-110.88556,Burkitt's Lymphoma
12.462954,-51.39819,Non-Small Cell Lung Carcinoma
-84.521706,44.748863,Bladder Carcinoma
-26.993618,-37.478485,Other Sarcomas
-26.891594,-36.999565,Other Sarcomas
0.3471351,-110.4047,B-Cell Non-Hodgkin's Lymphoma
0.20746402,-109.644264,B-Cell Non-Hodgkin's Lymphoma
-6.5482492,43.938244,Non-Small Cell Lung Carcinoma
